,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,1106.6557829066976,1672.6557829066976,2581.6557829066974,2171.6557829066974
1,2.0,1108.5111154079862,1674.5111154079862,2578.511115407986,2160.511115407986
2,3.0,1122.6363662471517,1667.6363662471517,2573.6363662471517,2160.6363662471517
3,4.0,1136.1011878774686,1666.1011878774686,2570.1011878774684,2160.1011878774684
4,5.0,1137.0009719925265,1675.0009719925265,2565.0009719925265,2151.0009719925265
5,6.0,1143.6237142596435,1668.6237142596435,2562.6237142596437,2156.6237142596437
6,7.0,1151.1060532006156,1655.1060532006156,2557.1060532006154,2150.1060532006154
7,8.0,1146.085621225925,1667.085621225925,2556.085621225925,2153.085621225925
8,9.0,1161.0009726489259,1650.0009726489259,2550.0009726489257,2145.0009726489257
9,10.0,1153.0009721019148,1640.0009721019148,2548.0009721019146,2140.0009721019146
10,11.0,1164.0009723207602,1652.0009723207602,2545.00097232076,2141.00097232076
11,12.0,1163.0009724301487,1660.0009724301487,2541.0009724301485,2132.0009724301485
12,13.0,1160.0009726489259,1642.0009726489259,2538.0009726489257,2137.0009726489257
13,14.0,1173.0009730866154,1633.0009730866154,2537.0009730866154,2133.0009730866154
14,15.0,1174.0009726489259,1641.0009726489259,2526.0009726489257,2128.0009726489257
15,16.0,1171.0009724301487,1645.0009724301487,2529.0009724301485,2124.0009724301485
16,17.0,1160.0009727583822,1640.0009727583822,2528.000972758382,2121.000972758382
17,18.0,1163.0009728678385,1629.0009728678385,2524.0009728678388,2116.0009728678388
18,19.0,1159.0009725395373,1635.0009725395373,2521.000972539537,2119.000972539537
19,20.0,1168.0009725395373,1628.0009725395373,2519.000972539537,2115.000972539537
20,21.0,1162.0009722113036,1629.0009722113036,2516.0009722113036,2115.0009722113036
21,22.0,1156.0009724301487,1620.0009724301487,2513.0009724301485,2112.0009724301485
22,23.0,1168.0009724301487,1624.0009724301487,2510.0009724301485,2105.0009724301485
23,24.0,1162.0009730866154,1622.0009730866154,2507.0009730866154,2102.0009730866154
24,25.0,1154.0009724301487,1609.0009724301487,2503.0009724301485,2095.0009724301485
25,26.0,1178.3445333073594,1638.3445333073594,2519.3445333073596,2117.3445333073596
26,27.0,1151.0009728678385,1618.0009728678385,2495.0009728678388,2088.0009728678388
27,28.0,1156.0009722113036,1617.0009722113036,2492.0009722113036,2093.0009722113036
28,29.0,1147.0009725395373,1615.0009725395373,2488.000972539537,2088.000972539537
29,30.0,1153.0009725395373,1609.0009725395373,2487.000972539537,2085.000972539537
30,31.0,1156.0009724301487,1604.0009724301487,2483.0009724301485,2083.0009724301485
31,32.0,1160.0009719925265,1597.0009719925265,2480.0009719925265,2074.0009719925265
32,33.0,1145.0009728678385,1599.0009728678385,2477.0009728678388,2077.0009728678388
33,34.0,1142.0009723207602,1590.0009723207602,2474.00097232076,2075.00097232076
34,35.0,1145.0009723207602,1588.0009723207602,2471.00097232076,2061.00097232076
35,36.0,1153.0009727583822,1598.0009727583822,2469.000972758382,2071.000972758382
36,37.0,1143.0009722113036,1595.0009722113036,2465.0009722113036,2066.0009722113036
37,38.0,1141.0009724301487,1589.0009724301487,2463.0009724301485,2058.0009724301485
38,39.0,1140.0009718830702,1581.0009718830702,2461.00097188307,2061.00097188307
39,40.0,1137.0009723207602,1587.0009723207602,2459.00097232076,2064.00097232076
40,41.0,1135.0009724301487,1582.0009724301487,2456.0009724301485,2056.0009724301485
41,42.0,1152.0009719925265,1575.0009719925265,2455.0009719925265,2059.0009719925265
42,43.0,1164.0009724301487,1576.0009724301487,2447.0009724301485,2050.0009724301485
