,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,1105.0009709661865,1690.0009709661865,2589.0009709661867,2171.0009709661867
1,2.0,1124.0009711850314,1701.0009711850314,2589.0009711850316,2174.0009711850316
2,3.0,1140.0009709661865,1676.0009709661865,2580.0009709661867,2170.0009709661867
3,4.0,1142.0009711850314,1678.0009711850314,2578.0009711850316,2167.0009711850316
4,5.0,1149.0009711850314,1681.0009711850314,2574.0009711850316,2168.0009711850316
5,6.0,1153.0009708567302,1672.0009708567302,2568.00097085673,2165.00097085673
6,7.0,1149.0009709661865,1672.0009709661865,2567.0009709661867,2153.0009709661867
7,8.0,1141.0009710756428,1667.0009710756428,2562.000971075643,2160.000971075643
8,9.0,1154.0009708567302,1657.0009708567302,2557.00097085673,2150.00097085673
9,10.0,1152.0009708567302,1660.0009708567302,2555.00097085673,2146.00097085673
10,11.0,1153.0009710756428,1649.0009710756428,2553.000971075643,2141.000971075643
11,12.0,1160.000971294488,1644.000971294488,2549.000971294488,2141.000971294488
12,13.0,1153.0009711850314,1647.0009711850314,2546.0009711850316,2141.0009711850316
13,14.0,1159.0009709661865,1651.0009709661865,2542.0009709661867,2140.0009709661867
14,15.0,1158.000971294488,1637.000971294488,2542.000971294488,2136.000971294488
15,16.0,1164.0009714039443,1643.0009714039443,2538.0009714039443,2129.0009714039443
16,17.0,1161.0009708567302,1648.0009708567302,2535.00097085673,2128.00097085673
17,18.0,1166.0009706377496,1642.0009706377496,2529.0009706377496,2125.0009706377496
18,19.0,1166.0009711850314,1633.0009711850314,2528.0009711850316,2130.0009711850316
19,20.0,1157.000971294488,1633.000971294488,2525.000971294488,2126.000971294488
20,21.0,1167.0009707472739,1637.0009707472739,2524.0009707472736,2115.0009707472736
21,22.0,1161.0009708567302,1635.0009708567302,2520.00097085673,2111.00097085673
22,23.0,1162.0009711850314,1630.0009711850314,2517.0009711850316,2114.0009711850316
