,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,,1662.000968375719,2541.000968375719,2146.000968375719
1,2.0,,1661.0009696882457,2542.0009696882457,2134.0009696882457
2,3.0,889.0009684850396,1678.0009684850395,2539.0009684850397,2125.0009684850397
3,4.0,896.0009688132053,1654.0009688132052,2536.0009688132054,2120.0009688132054
4,5.0,917.0009691413709,1656.0009691413707,2531.0009691413707,2109.0009691413707
5,6.0,911.0009690319146,1650.0009690319146,2528.000969031915,2109.000969031915
6,7.0,924.0009694694011,1666.000969469401,2523.000969469401,2105.000969469401
7,8.0,930.0009693600803,1656.0009693600803,2521.0009693600805,2098.0009693600805
8,9.0,926.0009688132053,1634.0009688132052,2515.0009688132054,2088.0009688132054
9,10.0,921.0009691413709,1658.0009691413707,2511.0009691413707,2085.0009691413707
10,11.0,919.0009694694011,1650.000969469401,2504.000969469401,2079.000969469401
11,12.0,915.0009693600803,1636.0009693600803,2500.0009693600805,2079.0009693600805
12,13.0,912.0009695788574,1647.0009695788574,2493.0009695788576,2068.0009695788576
13,14.0,915.0009692506916,1639.0009692506915,2485.0009692506915,2064.0009692506915
14,15.0,923.0009690319146,1633.0009690319146,2476.000969031915,2056.000969031915
15,16.0,902.0009690319146,1613.0009690319146,2471.000969031915,2037.0009690319146
16,17.0,899.0009690319146,1624.0009690319146,2461.000969031915,2038.0009690319146
17,18.0,884.0009696882458,1608.0009696882457,2448.0009696882457,2019.0009696882457
18,19.0,873.0009690319146,1599.0009690319146,2443.000969031915,2017.0009690319146
19,20.0,870.0009693600803,1609.0009693600803,2436.0009693600805,2004.0009693600803
20,21.0,,859.0009694694011,1579.000969469401,1996.000969469401
21,22.0,854.0009699070231,1592.000969907023,2409.0009699070233,1981.000969907023
22,23.0,843.0009694694011,1586.000969469401,2408.000969469401,1987.000969469401
23,24.0,838.0009684850396,1584.0009684850395,2395.0009684850397,1967.0009684850395
24,25.0,821.0009694694011,1556.000969469401,2389.000969469401,1963.000969469401
25,26.0,819.0009690319146,1561.0009690319146,2378.000969031915,1944.0009690319146
26,27.0,803.0009696882458,1558.0009696882457,2365.0009696882457,1942.0009696882457
27,28.0,,1554.0009695788574,2358.0009695788576,1937.0009695788574
28,29.0,,,1539.0009695788574,1924.0009695788574
29,30.0,,1544.000967938097,2344.000967938097,1926.000967938097
30,31.0,,1555.0009690319146,2322.000969031915,1914.0009690319146
31,32.0,,1537.0009693600803,2320.0009693600805,1910.0009693600803
32,33.0,,1524.0009690319146,2303.000969031915,1903.0009690319146
33,34.0,,1531.0009690319146,2297.000969031915,1892.0009690319146
34,35.0,,1504.0009691413707,2272.0009691413707,1882.0009691413707
35,36.0,,1512.0009692506915,2251.0009692506915,1884.0009692506915
36,37.0,,1504.0009691413707,2241.0009691413707,1876.0009691413707
37,38.0,,1523.0009692506915,2282.0009692506915,1873.0009692506915
38,39.0,,1493.0009693600803,2152.0009693600805,1864.0009693600803
39,40.0,,1492.0009690319146,2156.000969031915,1858.0009690319146
40,41.0,,1499.0009693600803,2142.0009693600805,1863.0009693600803
41,42.0,,1475.0009692506915,2133.0009692506915,1842.0009692506915
42,43.0,,1471.0009691413707,2130.0009691413707,1829.0009691413707
43,44.0,,1470.0009691413707,2117.0009691413707,1836.0009691413707
44,45.0,,1473.0009696882457,2124.0009696882457,1832.0009696882457
45,46.0,,1472.0009690319146,2109.000969031915,1834.0009690319146
46,47.0,,1452.0009690319146,2094.000969031915,1827.0009690319146
47,48.0,,1473.000968922526,2092.000968922526,1822.000968922526
48,49.0,,1463.0009696882457,2086.0009696882457,1810.0009696882457
49,50.0,,1456.0009690319146,2083.000969031915,1802.0009690319146
50,51.0,,1457.0009688132052,2077.0009688132054,1805.0009688132052
51,52.0,,1441.0009691413707,2074.0009691413707,1805.0009691413707
52,53.0,,1450.0009688132052,2076.0009688132054,1798.0009688132052
53,54.0,,1424.000968922526,2065.000968922526,1799.000968922526
54,55.0,,1417.0009688132052,2066.0009688132054,1793.0009688132052
55,56.0,,1429.0009688132052,2058.0009688132054,1794.0009688132052
56,57.0,,1420.0009685944278,2055.000968594428,1776.0009685944278
57,58.0,,1426.0009692506915,2055.0009692506915,1781.0009692506915
58,59.0,,1430.0009693600803,2049.0009693600805,1772.0009693600803
59,60.0,,1421.000968922526,2047.000968922526,1764.000968922526
60,61.0,,1428.0009692506915,2045.0009692506915,1765.0009692506915
61,62.0,,1419.0009692506915,2043.0009692506915,1763.0009692506915
62,63.0,,1433.0009693600803,2044.0009693600803,1771.0009693600803
63,64.0,,1419.0009688132052,2040.0009688132052,1766.0009688132052
64,65.0,,1410.0009691413707,2040.0009691413707,1759.0009691413707
65,66.0,,1419.0009695788574,2036.0009695788574,1756.0009695788574
66,67.0,,1405.0009693600803,2034.0009693600803,1740.0009693600803
67,68.0,,1403.0009692506915,2035.0009692506915,1752.0009692506915
68,69.0,,1402.000969469401,2034.000969469401,1737.000969469401
