,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,,1655.0009706556532,2524.0009706556534,2156.0009706556534
1,2.0,,1649.0009706556532,2526.0009706556534,2128.0009706556534
2,3.0,,1643.000971859131,2527.000971859131,2111.000971859131
3,4.0,885.5538474747043,1660.5538474747043,2523.5538474747045,2108.5538474747045
4,5.0,883.1875154286024,1643.1875154286024,2526.1875154286026,2110.1875154286026
5,6.0,900.9084052813721,1654.908405281372,2516.908405281372,2095.908405281372
6,7.0,893.0009716403537,1644.0009716403536,2515.0009716403533,2085.0009716403533
7,8.0,904.7743104807533,1645.7743104807532,2513.7743104807532,2090.7743104807532
8,9.0,914.5247042828369,1638.5247042828369,2507.524704282837,2087.524704282837
9,10.0,906.8997443305121,1636.8997443305122,2501.899744330512,2076.899744330512
10,11.0,912.8111511893716,1635.8111511893712,2500.8111511893712,2074.8111511893712
11,12.0,898.3088516388617,1624.3088516388618,2498.3088516388616,2068.3088516388616
12,13.0,904.8443155229356,1628.8443155229356,2489.8443155229356,2054.8443155229356
13,14.0,941.0009708744303,1633.0009708744303,2485.0009708744305,2044.0009708744303
14,15.0,901.8742576722548,1626.8742576722548,2479.8742576722548,2049.8742576722548
15,16.0,,888.4302334775119,1621.430233477512,2038.430233477512
16,17.0,890.073038795776,1615.0730387957756,2467.0730387957756,2024.0730387957753
17,18.0,876.5163795820448,1623.516379582045,2451.516379582045,2017.516379582045
18,19.0,879.852772416043,1595.8527724160433,2446.852772416043,2014.8527724160433
19,20.0,857.4960156182183,1600.4960156182183,2441.4960156182183,1998.4960156182183
20,21.0,868.3942736004641,1531.3942736004642,2433.394273600464,1990.3942736004644
21,22.0,,854.622384006212,1589.622384006212,1990.622384006212
22,23.0,851.4349937586128,1588.4349937586128,2414.4349937586126,1986.4349937586128
23,24.0,,847.4078344401039,1577.4078344401037,1982.4078344401037
24,25.0,848.0393938863797,1572.0393938863797,2408.0393938863795,1972.0393938863797
25,26.0,820.3982060060629,1574.3982060060628,2397.398206006063,1958.3982060060628
26,27.0,824.4254088724094,1551.4254088724094,2393.425408872409,1957.4254088724094
27,28.0,,817.9959386931017,1549.9959386931016,1955.9959386931016
28,29.0,812.531447447781,1557.531447447781,2372.531447447781,1934.531447447781
29,30.0,,803.9842253960502,1546.98422539605,1931.98422539605
30,31.0,798.9843132564969,1547.9843132564968,2361.984313256497,1931.9843132564968
31,32.0,,1548.5286044099257,2353.5286044099257,1930.5286044099257
32,33.0,,1537.5840065117052,2342.5840065117054,1925.5840065117052
33,34.0,,,1546.265268977593,1919.265268977593
