,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,1153.0881216556124,1710.0881216556124,2610.0881216556127,2208.0881216556127
1,2.0,1163.0009725480143,1714.0009725480143,2604.0009725480145,2192.0009725480145
2,3.0,1189.177184911906,1703.177184911906,2603.177184911906,2192.177184911906
3,4.0,1197.345708609823,1701.3457086098233,2598.3457086098238,2190.3457086098233
4,5.0,1193.1724156752523,1683.1724156752523,2592.172415675252,2188.172415675252
5,6.0,1197.574136471558,1698.5741364715582,2589.574136471558,2182.574136471558
6,7.0,1208.0847319019233,1686.0847319019233,2584.084731901923,2180.084731901923
7,8.0,1190.0808236637367,1693.0808236637365,2579.0808236637367,2180.0808236637367
8,9.0,1208.0730192206488,1671.0730192206488,2575.073019220649,2172.073019220649
9,10.0,1195.5147772510443,1687.5147772510443,2570.5147772510445,2168.5147772510445
10,11.0,1191.5186927053494,1668.5186927053494,2564.518692705349,2154.518692705349
11,12.0,1193.626519403958,1681.626519403958,2563.626519403958,2161.626519403958
12,13.0,1179.5992538300916,1665.5992538300916,2558.5992538300916,2153.5992538300916
13,14.0,1190.6070262305366,1670.6070262305366,2554.6070262305366,2145.6070262305366
14,15.0,1184.0933838557262,1689.0933838557262,2549.093383855726,2136.093383855726
15,16.0,1177.4700577588567,1681.4700577588565,2547.4700577588565,2133.4700577588565
16,17.0,1180.528490582072,1658.528490582072,2542.5284905820718,2123.5284905820718
17,18.0,1176.0550326364475,1661.0550326364475,2537.0550326364473,2122.0550326364473
18,19.0,1162.6661403278265,1656.6661403278265,2531.6661403278267,2118.6661403278267
19,20.0,1161.7001487792968,1658.7001487792968,2523.700148779297,2106.700148779297
20,21.0,1167.6777713172064,1660.6777713172064,2519.6777713172064,2102.6777713172064
21,22.0,1155.7244567922635,1638.7244567922635,2513.7244567922635,2095.7244567922635
22,23.0,1135.1493181766764,1640.1493181766764,2506.1493181766764,2098.1493181766764
23,24.0,1127.7828745221625,1652.7828745221625,2499.7828745221627,2084.7828745221627
24,25.0,1119.159901159329,1635.159901159329,2494.159901159329,2078.159901159329
25,26.0,1128.1831581053332,1648.1831581053332,2487.183158105333,2071.183158105333
26,27.0,1121.2066429532877,1631.2066429532877,2482.206642953288,2058.206642953288
27,28.0,1124.0643317965357,1627.0643317965355,2476.0643317965355,2057.0643317965355
28,29.0,1095.6295936893719,1605.629593689372,2469.629593689372,2062.629593689372
29,30.0,1094.6393903612602,1607.6393903612602,2462.63939036126,2048.63939036126
30,31.0,1093.0984364825438,1615.0984364825435,2462.0984364825435,2042.0984364825435
31,32.0,1088.1100967789714,1639.1100967789714,2456.110096778971,2033.1100967789714
32,33.0,1068.1101457716197,1610.1101457716195,2448.1101457716195,2031.1101457716195
33,34.0,1070.0652583026801,1600.0652583026801,2446.06525830268,2025.0652583026801
34,35.0,1062.0847740041777,1573.084774004178,2438.084774004178,2016.084774004178
35,36.0,1061.0740909587944,1586.0740909587944,2435.0740909587944,2012.0740909587944
36,37.0,1053.0487888534883,1591.048788853488,2429.048788853488,2012.048788853488
37,38.0,1056.0721091175674,1591.0721091175674,2425.0721091175674,2004.0721091175674
38,39.0,1048.281140300971,1583.281140300971,2420.2811403009705,2002.281140300971
39,40.0,1035.2733525894505,1576.2733525894505,2415.2733525894505,1998.2733525894505
40,41.0,1037.6080419753687,1576.6080419753687,2411.6080419753685,1993.6080419753687
41,42.0,1033.6002791986084,1567.6002791986084,2407.6002791986084,1991.6002791986084
42,43.0,1024.594415476142,1578.594415476142,2400.594415476142,1984.594415476142
43,44.0,1030.5525752447509,1566.5525752447509,2397.552575244751,1979.5525752447509
44,45.0,1026.5564846829564,1574.5564846829564,2394.556484682956,1975.5564846829564
45,46.0,1014.5691685984293,1583.5691685984293,2388.5691685984293,1977.5691685984293
46,47.0,1013.5331614667426,1575.5331614667425,2385.5331614667425,1965.5331614667425
47,48.0,1003.5350853460693,1572.5350853460693,2380.5350853460695,1958.5350853460693
48,49.0,1002.5331471402994,1548.5331471402994,2374.5331471402997,1959.5331471402994
49,50.0,998.2188759033882,1564.2188759033882,2372.218875903388,1951.2188759033882
50,51.0,1004.5690989358181,1547.5690989358181,2367.569098935818,1955.5690989358181
51,52.0,984.5593956567383,1537.5593956567384,2364.559395656738,1954.5593956567384
52,53.0,981.5155999382866,1578.5155999382866,2358.515599938287,1947.5155999382866
53,54.0,974.2606974357775,1549.2606974357775,2356.2606974357773,1947.2606974357775
