,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,,,1659.8702927031115,2221.8702927031113
1,2.0,860.6855680882433,1662.6855680882434,2544.685568088243,2150.685568088243
2,3.0,868.4927898362902,1661.49278983629,2540.4927898362903,2143.4927898362903
3,4.0,877.4987211092123,1651.4987211092123,2540.498721109212,2123.498721109212
4,5.0,894.4234499774848,1654.4234499774848,2536.423449977485,2129.423449977485
5,6.0,888.4481898949517,1650.4481898949516,2534.4481898949516,2117.4481898949516
6,7.0,900.3840381676567,1646.3840381676569,2530.384038167657,2114.384038167657
7,8.0,894.4022849544949,1658.402284954495,2526.402284954495,2110.402284954495
8,9.0,912.4547057847765,1639.4547057847765,2523.4547057847763,2102.4547057847763
9,10.0,910.5180108455404,1639.5180108455404,2523.51801084554,2104.51801084554
10,11.0,911.3756592629666,1642.3756592629666,2519.3756592629666,2100.3756592629666
11,12.0,918.1285692062717,1642.1285692062718,2516.1285692062715,2097.1285692062715
12,13.0,913.2193056941054,1630.2193056941053,2513.2193056941055,2092.2193056941055
13,14.0,920.2524302307129,1627.252430230713,2512.252430230713,2088.252430230713
14,15.0,907.3122960793728,1627.3122960793728,2512.312296079373,2084.312296079373
15,16.0,916.2705191436768,1626.2705191436767,2507.2705191436767,2081.2705191436767
16,17.0,914.2633583446587,1631.2633583446589,2507.2633583446586,2085.2633583446586
17,18.0,,919.4452236208767,1620.4452236208767,2074.4452236208767
18,19.0,917.3138653935412,1634.3138653935412,2499.313865393541,2072.313865393541
19,20.0,909.2313681378174,1618.2313681378173,2495.2313681378173,2074.2313681378173
20,21.0,912.4481934743245,1620.4481934743246,2494.4481934743244,2055.4481934743244
21,22.0,916.292614607883,1602.292614607883,2488.292614607883,2065.292614607883
22,23.0,910.3304279082573,1625.3304279082574,2489.330427908257,2057.330427908257
23,24.0,909.2867121253797,1609.2867121253798,2481.28671212538,2064.28671212538
24,25.0,911.3413552720134,1613.3413552720133,2482.3413552720135,2043.3413552720133
25,26.0,906.4371973427327,1612.4371973427328,2472.437197342733,2047.4371973427328
26,27.0,904.6201980779351,1620.6201980779351,2471.620198077935,2047.6201980779351
27,28.0,906.5558731377496,1603.5558731377496,2473.5558731377496,2046.5558731377496
28,29.0,903.7160399317085,1600.7160399317083,2465.7160399317086,2035.7160399317083
29,30.0,894.7179136531576,1606.7179136531577,2462.7179136531577,2032.7179136531577
30,31.0,906.6488893372938,1590.648889337294,2462.648889337294,2029.648889337294
31,32.0,,899.749144090644,1599.749144090644,2025.749144090644
32,33.0,900.7851603202989,1592.785160320299,2448.785160320299,2025.785160320299
