,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,1124.6694307265218,1695.6694307265218,2592.669430726522,2177.669430726522
1,2.0,1144.0931805118137,1695.0931805118137,2593.093180511814,2188.093180511814
2,3.0,1168.327445405409,1689.327445405409,2590.327445405409,2184.327445405409
3,4.0,1177.5920504865858,1691.5920504865858,2588.592050486586,2178.592050486586
4,5.0,1177.0033918934462,1693.0033918934462,2583.0033918934464,2179.0033918934464
5,6.0,1178.6267214822049,1684.6267214822049,2579.626721482205,2178.626721482205
6,7.0,1182.950417967733,1679.9504179677333,2576.9504179677333,2167.9504179677333
7,8.0,1194.4245511562094,1684.4245511562094,2572.4245511562094,2165.4245511562094
8,9.0,1186.913313597751,1675.913313597751,2568.9133135977513,2162.9133135977513
9,10.0,1190.406924513821,1663.406924513821,2564.406924513821,2162.406924513821
10,11.0,1194.6073656378173,1678.6073656378173,2560.6073656378176,2154.6073656378176
11,12.0,1189.3858441748725,1670.3858441748725,2557.3858441748725,2153.3858441748725
12,13.0,1195.573305662367,1667.573305662367,2553.5733056623667,2146.5733056623667
13,14.0,1199.9046043166773,1663.9046043166773,2551.9046043166773,2140.9046043166773
14,15.0,1195.9076124928115,1646.9076124928115,2547.9076124928115,2141.9076124928115
15,16.0,1193.5510166930471,1665.5510166930471,2543.551016693047,2137.551016693047
16,17.0,1191.5509862780084,1657.5509862780084,2541.550986278008,2132.550986278008
17,18.0,1202.5227619162326,1663.5227619162326,2539.5227619162324,2129.5227619162324
18,19.0,1197.511044737142,1650.511044737142,2535.511044737142,2129.511044737142
19,20.0,1192.507239737074,1651.507239737074,2531.507239737074,2118.507239737074
20,21.0,1192.5024030180527,1642.5024030180527,2528.502403018053,2120.502403018053
21,22.0,1186.479965913018,1652.479965913018,2526.479965913018,2120.479965913018
22,23.0,1191.514009039578,1634.514009039578,2522.514009039578,2114.514009039578
23,24.0,1191.4809800179714,1639.4809800179714,2518.4809800179714,2110.4809800179714
24,25.0,1177.5314549444581,1633.5314549444581,2513.531454944458,2101.531454944458
25,26.0,1193.488221563178,1662.488221563178,2532.4882215631783,2124.4882215631783
26,27.0,1187.7890565612793,1643.7890565612793,2507.7890565612793,2096.7890565612793
27,28.0,1181.4829290140788,1629.4829290140788,2503.4829290140788,2095.4829290140788
28,29.0,1173.458613041178,1618.458613041178,2500.458613041178,2088.458613041178
29,30.0,1177.2244463353136,1618.2244463353136,2496.2244463353136,2086.2244463353136
30,31.0,1159.4634546823459,1615.4634546823459,2494.463454682346,2082.463454682346
31,32.0,1165.446915992228,1623.446915992228,2488.446915992228,2077.446915992228
32,33.0,1184.4460330662707,1629.4460330662707,2485.4460330662705,2076.4460330662705
33,34.0,1164.197220214369,1604.197220214369,2480.197220214369,2071.197220214369
34,35.0,1162.196280505778,1615.196280505778,2478.196280505778,2069.196280505778
35,36.0,1157.19141599901,1605.19141599901,2475.1914159990097,2077.1914159990097
36,37.0,1148.1943214434814,1608.1943214434814,2470.1943214434814,2065.1943214434814
37,38.0,1158.1884747789168,1612.1884747789168,2468.1884747789168,2060.1884747789168
38,39.0,1161.2060038312445,1593.2060038312445,2466.2060038312447,2054.2060038312447
39,40.0,1146.206985661621,1588.206985661621,2461.2069856616213,2053.2069856616213
40,41.0,1149.2021190749106,1596.2021190749106,2460.2021190749106,2048.2021190749106
41,42.0,,1601.042751474609,2454.042751474609,2052.042751474609
42,43.0,1133.1787846027967,1589.1787846027967,2454.178784602797,2044.1787846027967
43,44.0,1141.0388569803195,1586.0388569803195,2451.0388569803195,2041.0388569803195
44,45.0,1132.0310894352892,1587.0310894352892,2449.0310894352892,2037.0310894352892
45,46.0,,1587.169056024848,2444.169056024848,2034.169056024848
46,47.0,1120.0301146082222,1579.0301146082222,2443.030114608222,2038.0301146082222
47,48.0,,1585.1632152686902,2439.1632152686902,2031.1632152686902
48,49.0,1138.029144813775,1580.029144813775,2437.029144813775,2021.029144813775
49,50.0,,1572.0301136239282,2434.030113623928,2028.0301136239282
50,51.0,,1615.8283961627196,2463.82839616272,2055.82839616272
51,52.0,1120.4100558207194,1569.4100558207194,2428.410055820719,2023.4100558207194
52,53.0,1127.151566138916,1573.151566138916,2425.151566138916,2014.151566138916
53,54.0,,1557.1651626256646,2420.1651626256644,2008.1651626256646
54,55.0,,1586.0301172342936,2420.030117234294,2006.0301172342936
55,56.0,1110.0242836983236,1559.0242836983236,2417.0242836983234,2011.0242836983236
56,57.0,,1567.0272029277885,2415.027202927788,2009.0272029277885
57,58.0,1112.0009708884681,1567.0009708884681,2412.000970888468,2002.0009708884681
58,59.0,,1580.0009712167016,2409.0009712167016,2003.0009712167016
59,60.0,,1579.021366766154,2404.021366766154,1999.021366766154
60,61.0,,1560.03011001397,2403.03011001397,1999.03011001397
61,62.0,,1541.0252550246175,2402.0252550246173,1990.0252550246175
62,63.0,,1571.0252553526475,2400.0252553526475,1995.0252553526475
63,64.0,,1539.0009707790798,2396.00097077908,1994.0009707790798
64,65.0,,1553.019430021769,2394.0194300217686,1985.019430021769
65,66.0,,1546.0194254271782,2392.0194254271782,1981.0194254271782
66,67.0,,1553.0009708884681,2389.000970888468,1979.0009708884681
67,68.0,,1544.0009713260224,2388.0009713260224,1982.0009713260224
68,69.0,,1539.0184554137506,2384.0184554137504,1979.0184554137506
69,70.0,,1549.0184565078393,2381.0184565078393,1978.0184565078393
70,71.0,,1540.0009712167016,2379.0009712167016,1971.0009712167016
71,72.0,,1546.0009708884681,2375.000970888468,1970.0009708884681
72,73.0,,1523.0009712167016,2375.0009712167016,1969.0009712167016
73,74.0,,1535.0165140746392,2372.0165140746394,1968.0165140746392
74,75.0,,1537.000970232069,2374.000970232069,1963.000970232069
75,76.0,,1575.4704053170492,2408.470405317052,2003.4704053170508
76,77.0,,1525.2535883042399,2368.25358830424,1965.2535883042399
77,78.0,,1536.016514074368,2364.016514074368,1958.016514074368
78,79.0,,1526.01942980306,2363.01942980306,1955.01942980306
79,80.0,,1518.000971435479,2361.000971435479,1959.000971435479
80,81.0,,1528.0009707790798,2357.00097077908,1950.0009707790798
81,82.0,,1524.0009708884681,2357.000970888468,1953.0009708884681
82,83.0,,1525.0009705601672,2355.000970560167,1952.0009705601672
83,84.0,,1511.0009711072455,2353.0009711072457,1950.0009711072455
84,85.0,,1536.000971435479,2352.000971435479,1945.000971435479
85,86.0,,1507.000971435479,2348.000971435479,1942.000971435479
86,87.0,,1503.0009705601672,2347.000970560167,1950.0009705601672
87,88.0,,1510.0009713260224,2345.0009713260224,1939.0009713260224
88,89.0,,1529.0009711072455,2345.0009711072457,1945.0009711072455
89,90.0,,1481.0009712167016,2345.0009712167016,1941.0009712167016
90,91.0,,1507.0009711072455,2341.0009711072457,1946.0009711072455
91,92.0,,1513.0009712167016,2340.0009712167016,1943.0009712167016
92,93.0,,1498.0009711072455,2338.0009711072457,1937.0009711072455
93,94.0,,1503.0009711072455,2336.0009711072457,1940.0009711072455
94,95.0,,1488.0009708884681,2337.000970888468,1937.0009708884681
95,96.0,,1481.000970997857,2336.000970997857,1937.000970997857
96,97.0,,1496.000970997857,2334.000970997857,1930.000970997857
97,98.0,,1483.0009708884681,2333.000970888468,1932.0009708884681
98,99.0,,1488.0009707790798,2331.00097077908,1929.0009707790798
99,100.0,,1500.000970997857,2331.000970997857,1930.000970997857
100,101.0,,1529.4088472372775,2371.4088472372778,1969.4088472372775
101,102.0,,1509.0641279773627,2328.0641279773627,1932.0641279773627
102,103.0,,1479.0009711072455,2328.0009711072457,1927.0009711072455
103,104.0,,1493.0009711072455,2325.0009711072457,1928.0009711072455
104,105.0,,1493.0009711072455,2324.0009711072457,1927.0009711072455
105,106.0,,1490.0009712167016,2322.0009712167016,1924.0009712167016
106,107.0,,1487.0009712167016,2321.0009712167016,1926.0009712167016
107,108.0,,1467.0009712167016,2320.0009712167016,1920.0009712167016
108,109.0,,1499.0009711072455,2319.0009711072457,1929.0009711072455
109,110.0,,1492.0009704508464,2318.0009704508466,1926.0009704508464
110,111.0,,1471.0009712167016,2316.0009712167016,1923.0009712167016
111,112.0,,1485.000970997857,2316.000970997857,1921.000970997857
112,113.0,,1476.000970997857,2313.000970997857,1915.000970997857
113,114.0,,1485.0009708884681,2313.000970888468,1911.0009708884681
114,115.0,,1461.0009712167016,2311.0009712167016,1918.0009712167016
115,116.0,,1493.0009708884681,2310.000970888468,1917.0009708884681
116,117.0,,1495.000970997857,2308.000970997857,1913.000970997857
117,118.0,,1468.0009708884681,2305.000970888468,1910.0009708884681
118,119.0,,1465.0009711072455,2305.0009711072457,1914.0009711072455
119,120.0,,1468.0009706696233,2302.000970669623,1910.0009706696233
120,121.0,,1460.0009706696233,2302.000970669623,1906.0009706696233
121,122.0,,1451.0009705601672,2301.000970560167,1908.0009705601672
122,123.0,,1449.0009706696233,2301.000970669623,1904.0009706696233
123,124.0,,1469.0009706696233,2299.000970669623,1905.0009706696233
124,125.0,,1453.0009706696233,2297.000970669623,1907.0009706696233
125,126.0,,1498.9963858180067,2336.9963858180067,1946.9963858180067
126,127.0,,1458.0378805125597,2295.0378805125597,1901.0378805125597
127,128.0,,1478.0009704508464,2293.0009704508466,1897.0009704508464
128,129.0,,1451.0009706696233,2290.000970669623,1902.0009706696233
129,130.0,,1435.0009708884681,2289.000970888468,1893.0009708884681
130,131.0,,1438.0009705601672,2288.000970560167,1898.0009705601672
131,132.0,,1444.0009711072455,2285.0009711072457,1899.0009711072455
132,133.0,,1455.0009704508464,2284.0009704508466,1894.0009704508464
133,134.0,,1459.0009707790798,2285.00097077908,1893.0009707790798
134,135.0,,1457.0009704508464,2282.0009704508466,1891.0009704508464
135,136.0,,1448.0009705601672,2279.000970560167,1891.0009705601672
136,137.0,,1455.0009704508464,2280.0009704508466,1888.0009704508464
137,138.0,,1438.00097034139,2279.00097034139,1889.00097034139
138,139.0,,1431.0009705601672,2275.000970560167,1888.0009705601672
139,140.0,,1454.00097034139,2275.00097034139,1886.00097034139
140,141.0,,1449.00097034139,2274.00097034139,1883.00097034139
141,142.0,,1424.0009708884681,2272.000970888468,1886.0009708884681
142,143.0,,1440.0009705601672,2273.000970560167,1888.0009705601672
143,144.0,,1412.00097034139,2270.00097034139,1887.00097034139
144,145.0,,1416.0009708884681,2268.000970888468,1887.0009708884681
145,146.0,,1424.0009705601672,2266.000970560167,1881.0009705601672
146,147.0,,1429.00097034139,2267.00097034139,1875.00097034139
147,148.0,,1441.0009707790798,2266.00097077908,1874.0009707790798
148,149.0,,1451.0009708884681,2263.000970888468,1876.0009708884681
149,150.0,,1456.000970232069,2262.000970232069,1879.000970232069
150,151.0,,1470.710119102105,2302.710119102105,1912.710119102105
151,152.0,,1426.031077182549,2265.031077182549,1874.031077182549
152,153.0,,1431.0009706696233,2258.000970669623,1872.0009706696233
153,154.0,,1410.00097034139,2258.00097034139,1870.00097034139
154,155.0,,1406.0009706696233,2257.000970669623,1872.0009706696233
155,156.0,,1427.0009708884681,2254.000970888468,1869.0009708884681
156,157.0,,1409.0009701226127,2253.000970122612,1869.0009701226127
157,158.0,,1383.0009708884681,2252.000970888468,1866.0009708884681
158,159.0,,1407.0009701226127,2250.000970122612,1867.0009701226127
159,160.0,,1418.0009707790798,2252.00097077908,1865.0009707790798
160,161.0,,1416.00097034139,2247.00097034139,1865.00097034139
161,162.0,,1410.0009708884681,2248.000970888468,1865.0009708884681
162,163.0,,1415.0009704508464,2245.0009704508466,1863.0009704508464
163,164.0,,1396.0009704508464,2245.0009704508466,1859.0009704508464
