,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,633.5889202524493,1558.5889202524509,2459.5889202524527,2070.5889202524518
1,2.0,643.3857997935316,1516.3857997935315,2456.3857997935315,2085.3857997935315
2,3.0,654.4072300485568,1564.4072300485568,2463.407230048557,2098.407230048557
3,4.0,,,2921.6955620865883,2093.6955620865883
4,5.0,668.3624520751953,1529.3624520751953,2463.3624520751955,2072.3624520751955
5,6.0,669.4806728478326,1555.4806728478325,2469.4806728478325,2071.4806728478325
6,7.0,674.1509285714044,1599.1509285714044,2475.150928571404,2094.150928571404
7,8.0,672.8207703034465,1525.8207703034464,2465.8207703034464,2071.8207703034464
8,9.0,,,2962.399468214145,2067.399468214145
9,10.0,676.3819608056641,1551.381960805664,2480.381960805664,2069.381960805664
10,11.0,667.7220803936428,1546.722080393643,2464.722080393643,2059.722080393643
11,12.0,674.363265446167,1558.363265446167,2471.363265446167,2084.363265446167
12,13.0,,,2945.4100162381997,2078.4100162381997
13,14.0,682.3639747213406,1543.3639747213406,2461.3639747213406,2080.3639747213406
14,15.0,683.2564951562839,1548.256495156284,2463.256495156284,2091.256495156284
15,16.0,,,2942.2482684093898,2071.2482684093898
16,17.0,690.5751698909166,1603.5751698909166,2453.5751698909166,2080.5751698909166
17,18.0,682.1620603740777,1578.1620603740778,2455.1620603740776,2084.1620603740776
18,19.0,687.3298090305922,1569.3298090305923,2448.329809030592,2073.329809030592
19,20.0,699.0747390474786,1593.0747390474785,2446.0747390474785,2088.0747390474785
20,21.0,691.16983120558,1512.16983120558,2464.16983120558,2088.16983120558
21,22.0,690.7280120968628,1504.7280120968628,2450.7280120968626,2062.7280120968626
22,23.0,679.1522615005154,1495.1522615005154,2465.1522615005156,2064.1522615005156
23,24.0,689.2515874625651,1552.251587462565,2450.251587462565,2058.251587462565
24,25.0,694.3067621809896,1514.3067621809896,2446.3067621809896,2065.3067621809896
25,26.0,,,2954.929559487949,2067.929559487949
26,27.0,691.2681130188328,1496.2681130188328,2437.2681130188325,2050.2681130188325
27,28.0,,,2914.8640437724475,2049.8640437724475
28,29.0,688.0375288621351,1525.037528862135,2440.0375288621353,2079.0375288621353
29,30.0,685.8223076037598,1505.8223076037598,2445.82230760376,2047.8223076037598
30,31.0,683.6736377770657,1528.6736377770658,2430.673637777066,2052.673637777066
31,32.0,694.2218368584867,1571.2218368584865,2431.2218368584868,2021.2218368584865
32,33.0,689.5083747072347,1546.5083747072347,2433.508374707235,2035.5083747072347
33,34.0,680.167775181071,1507.167775181071,2430.167775181071,2036.167775181071
34,35.0,692.1681033662584,1519.1681033662585,2420.1681033662585,2060.1681033662585
35,36.0,690.1371042509969,1523.1371042509968,2426.137104250997,2031.1371042509968
36,37.0,684.2748672703722,1564.2748672703722,2426.2748672703724,1993.2748672703722
37,38.0,690.294910257704,1514.294910257704,2420.294910257704,2038.294910257704
38,39.0,685.2041974758911,1483.204197475891,2428.2041974758913,2020.204197475891
39,40.0,684.919740121799,1466.9197401217991,2416.919740121799,2044.9197401217991
40,41.0,682.8957857246229,1511.895785724623,2412.895785724623,2013.895785724623
41,42.0,679.4833321723429,1489.483332172343,2428.483332172343,2043.483332172343
42,43.0,688.3049278417291,1517.304927841729,2411.304927841729,2017.304927841729
43,44.0,678.0995769484117,1525.0995769484118,2412.0995769484116,2020.0995769484118
44,45.0,687.5760092582872,1542.5760092582873,2411.5760092582873,2022.5760092582873
45,46.0,673.7179522051663,1534.7179522051663,2405.7179522051665,2025.7179522051663
46,47.0,676.6979424981012,1467.6979424981012,2395.697942498101,2003.6979424981012
47,48.0,,,2883.16427914249,1997.16427914249
48,49.0,,,2404.377555719367,2021.3775557193671
49,50.0,,,2399.8100949875893,2004.8100949875895
50,51.0,,,2901.926250264248,2011.9262502642482
51,52.0,,,2891.6612975743274,2025.6612975743274
52,53.0,,,2396.356180390998,2011.356180390998
53,54.0,677.9530505930921,1486.9530505930923,2387.953050593092,2017.9530505930923
54,55.0,,,2384.5677356370034,2001.5677356370036
55,56.0,671.826720050388,1436.8267200503878,2378.826720050388,2000.8267200503878
56,57.0,665.1522831491767,1475.1522831491766,2385.1522831491766,1998.1522831491766
57,58.0,668.6111460972087,1429.6111460972086,2378.611146097209,1987.6111460972086
58,59.0,,,2370.4545928981865,2002.4545928981865
59,60.0,,,2365.996687768792,1996.996687768792
60,61.0,,,2384.2785311295575,1991.2785311295572
61,62.0,669.5808457468329,1451.580845746833,2363.580845746833,1969.580845746833
62,63.0,,,2381.355864635315,2001.355864635315
63,64.0,,,2370.5524999798245,1993.5524999798245
64,65.0,,,2377.627757505663,1987.6277575056627
65,66.0,,,2376.0355828204347,1969.0355828204347
66,67.0,664.3534724097019,1461.353472409702,2362.3534724097017,1995.353472409702
67,68.0,,,2368.278556722175,1991.2785567221747
68,69.0,660.8725128114149,1297.872512811415,2357.8725128114147,1996.872512811415
69,70.0,,,2353.9483261916434,1984.9483261916437
70,71.0,644.3956996670871,1419.3956996670872,2355.3956996670872,1982.3956996670872
71,72.0,,,2359.911107930501,1973.9111079305012
72,73.0,660.5428573046197,1461.5428573046197,2373.5428573046197,1969.5428573046197
73,74.0,654.6680846863471,1389.6680846863471,2364.668084686347,1988.6680846863471
74,75.0,,,2349.852189815335,1980.8521898153347
75,76.0,684.8998662428114,1322.8998662428114,2378.899866242811,2024.8998662428114
76,77.0,665.3593390034655,1307.3593390034655,2349.3593390034653,1978.3593390034655
77,78.0,,,2352.6069754164973,1972.606975416497
78,79.0,,,2824.8511796418593,1968.8511796418593
79,80.0,,,2334.67388632331,1971.67388632331
80,81.0,,,2353.6297803334214,1942.6297803334214
81,82.0,,,2335.4206428507828,1971.4206428507825
