,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,837.4617768110487,1656.4617768110488,2547.461776811049,2198.461776811049
1,2.0,875.9603934327528,1673.9603934327529,2548.960393432753,2154.960393432753
2,3.0,866.7287386139594,1652.7287386139594,2545.728738613959,2134.728738613959
3,4.0,862.6870015058729,1647.687001505873,2541.687001505873,2133.687001505873
4,5.0,891.7171713859727,1646.7171713859727,2539.717171385973,2121.717171385973
5,6.0,883.8679270557997,1652.8679270557998,2536.8679270557996,2120.8679270557996
6,7.0,901.201219293213,1654.201219293213,2535.201219293213,2118.201219293213
7,8.0,902.750516293335,1654.750516293335,2533.750516293335,2106.750516293335
8,9.0,905.0213715307625,1653.0213715307632,2531.021371530764,2109.0213715307636
9,10.0,909.6388959743246,1649.6388959743244,2525.6388959743244,2101.6388959743244
10,11.0,927.6611005613878,1635.661100561388,2525.6611005613877,2102.6611005613877
11,12.0,904.896734168023,1649.896734168023,2521.896734168023,2102.896734168023
12,13.0,924.6932021325683,1652.6932021325683,2523.6932021325683,2094.6932021325683
13,14.0,919.11819567566,1629.1181956756604,2514.1181956756614,2097.118195675661
14,15.0,912.877129028049,1649.877129028049,2517.8771290280492,2079.8771290280492
15,16.0,902.8480624798584,1627.8480624798583,2513.8480624798585,2088.8480624798585
16,17.0,915.2599403922526,1626.2599403922527,2511.2599403922527,2083.2599403922527
17,18.0,910.1497483772787,1632.1497483772787,2501.1497483772787,2071.1497483772787
18,19.0,912.5678703812663,1619.5678703812662,2498.5678703812664,2065.5678703812664
19,20.0,918.4797373788791,1624.4797373788792,2487.4797373788792,2068.4797373788792
20,21.0,903.9132170085992,1614.913217008599,2488.913217008599,2062.913217008599
21,22.0,909.5407914068603,1611.5407914068603,2488.5407914068605,2057.5407914068605
22,23.0,919.3983390140788,1606.3983390140788,2481.398339014079,2064.398339014079
23,24.0,913.8481556696913,1624.8481556696913,2478.848155669691,2053.848155669691
24,25.0,911.4591263697646,1616.4591263697646,2477.4591263697644,2052.4591263697644
25,26.0,898.6119472699653,1608.6119472699652,2476.611947269965,2045.6119472699652
26,27.0,908.8675569325765,1617.8675569325765,2463.8675569325765,2042.8675569325765
27,28.0,905.6661600415039,1627.6661600415039,2462.666160041504,2039.6661600415039
28,29.0,897.7813624962023,1613.7813624962023,2469.7813624962023,2038.7813624962023
29,30.0,905.5023113580322,1605.5023113580323,2453.5023113580323,2036.5023113580323
30,31.0,898.4875792794461,1584.487579279446,2447.487579279446,2033.487579279446
31,32.0,897.8492937927247,1590.8492937927247,2446.8492937927244,2032.8492937927247
32,33.0,894.8794220048014,1593.8794220048014,2440.8794220048017,2028.8794220048014
33,34.0,886.8940918392606,1589.8940918392605,2427.8940918392605,2022.8940918392605
34,35.0,890.8434823405626,1571.8434823405626,2415.843482340563,2019.8434823405626
35,36.0,895.78451706604,1597.78451706604,2362.78451706604,2013.78451706604
36,37.0,885.5192349338107,1568.5192349338108,2380.519234933811,2025.5192349338108
37,38.0,887.5602246022543,1588.5602246022543,2355.560224602254,2012.5602246022543
38,39.0,886.6966096096463,1569.6966096096462,2352.696609609646,2007.6966096096462
39,40.0,894.1517661812337,1568.1517661812338,2349.1517661812336,2001.1517661812338
40,41.0,890.14083063463,1583.14083063463,2348.14083063463,1998.14083063463
41,42.0,880.1556310737441,1587.155631073744,2336.155631073744,2001.155631073744
42,43.0,877.1438559124077,1565.1438559124078,2333.1438559124076,2003.1438559124078
43,44.0,879.0761875731066,1563.0761875731066,2337.0761875731064,1988.0761875731066
44,45.0,885.5455142199704,1568.54551421997,2334.54551421997,1989.5455142199698
45,46.0,875.7850647418213,1556.7850647418213,2327.7850647418213,1982.7850647418213
46,47.0,881.1477553731282,1559.1477553731283,2333.1477553731283,1989.1477553731283
47,48.0,873.1273285583496,1553.1273285583495,2329.1273285583497,1982.1273285583495
48,49.0,880.067163474528,1559.067163474528,2329.067163474528,1985.067163474528
49,50.0,871.4968984198001,1549.4968984198006,2325.496898419801,1979.4968984198008
50,51.0,875.1320548284912,1555.1320548284912,2325.132054828491,1977.1320548284912
51,52.0,863.062222700331,1552.062222700331,2323.062222700331,1974.062222700331
52,53.0,875.5463852241343,1561.546385224134,2320.5463852241337,1963.5463852241337
53,54.0,865.51261537028,1540.51261537028,2319.51261537028,1970.51261537028
54,55.0,863.1905601553684,1539.1905601553683,2320.1905601553685,1968.1905601553683
55,56.0,865.2149500837538,1527.2149500837538,2318.2149500837536,1974.2149500837538
56,57.0,,868.9697547939725,1534.9697547939725,1959.9697547939725
57,58.0,857.3541926958551,1545.354192695855,2318.354192695855,1957.354192695855
58,59.0,870.074731922743,1542.074731922743,2317.074731922743,1959.074731922743
59,60.0,869.1807748666042,1533.1807748666042,2316.180774866604,1959.1807748666042
60,61.0,861.1163065963406,1521.1163065963406,2313.1163065963406,1955.1163065963406
61,62.0,866.6329671711561,1535.6329671711562,2314.632967171156,1951.6329671711562
62,63.0,865.8230751065403,1528.8230751065403,2315.8230751065403,1954.8230751065403
63,64.0,859.776098066881,1526.7760980668809,2313.776098066881,1950.7760980668809
