,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,802.0009693705241,1616.000969370524,2506.000969370524,2214.000969370524
1,2.0,810.0009699173991,1620.000969917399,2506.0009699173993,2201.0009699173993
2,3.0,844.0009696986898,1616.0009696986897,2504.00096969869,2117.00096969869
3,4.0,849.0009690423583,1613.000969042358,2501.000969042358,2096.000969042358
4,5.0,862.0009696986898,1626.0009696986897,2501.00096969869,2100.00096969869
5,6.0,860.0009692610677,1608.0009692610677,2500.000969261068,2093.000969261068
6,7.0,,864.0009698080105,1614.0009698080105,2088.0009698080107
7,8.0,869.0009698080105,1606.0009698080105,2494.0009698080107,2080.0009698080107
8,9.0,872.0009694798448,1610.0009694798448,2494.000969479845,2077.000969479845
9,10.0,872.0009696986898,1599.0009696986897,2490.00096969869,2079.00096969869
10,11.0,882.0009694798448,1601.0009694798448,2487.000969479845,2072.000969479845
11,12.0,881.0009700267875,1621.0009700267874,2485.0009700267874,2075.0009700267874
12,13.0,884.0009695892333,1592.0009695892331,2482.000969589233,2069.000969589233
13,14.0,881.0009695892333,1606.0009695892331,2482.000969589233,2067.000969589233
14,15.0,895.0009696986898,1600.0009696986897,2478.00096969869,2066.00096969869
15,16.0,,883.0009698080105,1583.0009698080105,2057.0009698080107
16,17.0,887.0009698080105,1582.0009698080105,2476.0009698080107,2060.0009698080107
17,18.0,877.0009693705241,1591.000969370524,2471.000969370524,2057.000969370524
18,19.0,883.0009693705241,1580.000969370524,2468.000969370524,2063.000969370524
19,20.0,888.0009696986898,1582.0009696986897,2463.00096969869,2046.0009696986897
20,21.0,886.0009699173991,1577.000969917399,2467.0009699173993,2042.000969917399
21,22.0,884.0009696986898,1580.0009696986897,2458.00096969869,2038.0009696986897
22,23.0,890.0009695892333,1573.0009695892331,2450.000969589233,2043.0009695892331
23,24.0,889.0009692610677,1583.0009692610677,2457.000969261068,2032.0009692610677
24,25.0,884.0009694798448,1567.0009694798448,2448.000969479845,2034.0009694798448
25,26.0,909.1022749934896,1584.1022749934896,2465.1022749934896,2050.1022749934896
26,27.0,886.0009696986898,1561.0009696986897,2443.00096969869,2035.0009696986897
27,28.0,886.0009698080105,1570.0009698080105,2429.0009698080107,2027.0009698080105
28,29.0,894.0009694798448,1561.0009694798448,2419.000969479845,2018.0009694798448
29,30.0,889.0009700267875,1547.0009700267874,2415.0009700267874,2025.0009700267874
30,31.0,887.0009694798448,1550.0009694798448,2392.000969479845,2017.0009694798448
31,32.0,886.0009699173991,1557.000969917399,2388.0009699173993,2014.000969917399
32,33.0,890.0009696986898,1546.0009696986897,2384.00096969869,2009.0009696986897
