,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,1129.7663132972548,1702.7663132972548,2607.766313297255,2194.766313297255
1,2.0,1155.861331912096,1720.861331912096,2602.861331912096,2192.861331912096
2,3.0,1157.0743210139296,1697.0743210139296,2599.0743210139294,2183.0743210139294
3,4.0,1171.8654623171658,1679.8654623171658,2596.865462317166,2186.865462317166
4,5.0,1177.8324582111952,1693.8324582111952,2591.832458211195,2180.832458211195
5,6.0,1182.0395990605334,1694.0395990605334,2588.0395990605334,2177.0395990605334
6,7.0,1185.0150594881186,1674.0150594881186,2584.0150594881184,2171.0150594881184
7,8.0,1187.2434255270725,1678.2434255270725,2577.2434255270723,2176.2434255270723
8,9.0,1187.0100151045735,1679.0100151045735,2573.0100151045735,2164.0100151045735
9,10.0,1189.223126032579,1675.223126032579,2568.2231260325793,2162.2231260325793
10,11.0,1175.1795901633707,1672.1795901633707,2565.179590163371,2158.179590163371
11,12.0,1185.1192433624267,1678.1192433624267,2560.119243362427,2146.119243362427
12,13.0,1177.2035475503878,1668.2035475503878,2556.203547550388,2143.203547550388
13,14.0,1183.1822010871717,1672.1822010871717,2553.182201087172,2142.182201087172
14,15.0,1167.4300998565675,1672.4300998565675,2549.4300998565673,2142.4300998565673
15,16.0,1171.1475044159613,1670.1475044159613,2546.1475044159615,2137.1475044159615
16,17.0,1169.1852916356743,1665.1852916356743,2543.1852916356743,2128.1852916356743
17,18.0,1159.186519093967,1649.186519093967,2537.186519093967,2126.186519093967
18,19.0,1162.2158040146212,1657.2158040146212,2532.2158040146214,2124.2158040146214
19,20.0,1155.2147971113418,1650.2147971113418,2527.214797111342,2119.214797111342
20,21.0,1152.2653107225206,1649.2653107225206,2524.2653107225206,2108.2653107225206
21,22.0,1143.3936435415987,1631.3936435415987,2517.393643541599,2107.393643541599
22,23.0,1141.4263715986465,1616.4263715986465,2511.4263715986463,2094.4263715986463
23,24.0,1143.4468317471653,1625.4468317471653,2507.446831747165,2094.446831747165
24,25.0,1144.5555526945666,1619.5555526945666,2502.5555526945664,2091.5555526945664
25,26.0,1119.6672965504285,1632.6672965504285,2498.6672965504285,2086.6672965504285
26,27.0,1111.9297577726236,1629.9297577726236,2491.929757772624,2075.929757772624
27,28.0,1119.041359447971,1630.041359447971,2489.041359447971,2076.041359447971
28,29.0,1108.0765409992812,1618.0765409992812,2483.076540999281,2068.076540999281
29,30.0,1111.0724526246474,1625.0724526246474,2476.072452624647,2063.072452624647
30,31.0,1102.2367521455215,1606.2367521455215,2471.236752145521,2060.236752145521
31,32.0,1098.240679506429,1615.240679506429,2466.240679506429,2049.240679506429
32,33.0,1080.308523776991,1603.308523776991,2462.308523776991,2052.308523776991
33,34.0,1082.3218425723605,1593.3218425723605,2456.3218425723608,2041.3218425723605
34,35.0,1078.3960466890462,1601.3960466890462,2449.396046689046,2033.3960466890462
35,36.0,1063.5137506591798,1599.5137506591798,2447.5137506591795,2029.5137506591798
36,37.0,1059.5087816904704,1581.5087816904704,2439.50878169047,2029.5087816904704
37,38.0,1058.5263892678495,1584.5263892678495,2436.5263892678495,2022.5263892678495
38,39.0,1052.5718477716064,1567.5718477716064,2430.5718477716064,2021.5718477716064
39,40.0,1043.5650067443169,1573.5650067443169,2425.565006744317,2013.5650067443169
40,41.0,1033.702499024048,1561.702499024048,2420.702499024048,2007.702499024048
41,42.0,1033.6617425261772,1582.6617425261772,2417.6617425261775,2003.6617425261772
42,43.0,1020.6566236076525,1579.6566236076524,2411.6566236076524,1999.6566236076524
43,44.0,1023.6616091056316,1568.6616091056314,2405.6616091056317,1999.6616091056314
44,45.0,1021.8032745163972,1551.8032745163966,2403.803274516396,1988.8032745163962
45,46.0,1014.0412365494113,1553.0412365494115,2400.041236549411,1989.0412365494115
46,47.0,1018.8047899547671,1536.8047899547676,2396.8047899547682,1981.804789954768
47,48.0,995.9436528855388,1541.9436528855388,2390.9436528855385,1980.9436528855388
48,49.0,1004.052529713813,1555.0525297138129,2389.052529713813,1977.0525297138129
49,50.0,1005.1304596839057,1561.1304596839057,2383.130459683906,1971.1304596839057
50,51.0,1004.2879826519776,1563.2879826519775,2381.2879826519775,1967.2879826519775
51,52.0,996.340603005032,1525.340603005032,2376.340603005032,1965.340603005032
52,53.0,999.3629489344618,1556.3629489344619,2374.3629489344617,1959.3629489344619
53,54.0,991.3005200108507,1517.3005200108507,2371.3005200108505,1963.3005200108507
54,55.0,985.2036486915418,1536.203648691542,2369.2036486915417,1958.203648691542
55,56.0,985.1617211103651,1552.161721110365,2366.1617211103653,1960.161721110365
56,57.0,983.0275312731934,1545.0275312731933,2361.0275312731933,1952.0275312731933
57,58.0,975.896362527059,1532.896362527059,2358.896362527059,1945.896362527059
58,59.0,974.9502333231608,1532.9502333231608,2355.950233323161,1940.9502333231608
59,60.0,976.9097787208387,1514.9097787208389,2348.909778720839,1937.9097787208389
60,61.0,966.7949844674343,1519.7949844674345,2348.7949844674345,1940.7949844674345
61,62.0,968.7639513801405,1522.7639513801405,2346.7639513801405,1933.7639513801405
62,63.0,964.6648952781169,1523.6648952781168,2341.664895278117,1937.6648952781168
63,64.0,971.71754759257,1535.71754759257,2340.71754759257,1928.71754759257
64,65.0,966.6719962615966,1507.6719962615966,2335.6719962615966,1926.6719962615966
65,66.0,963.7037663366699,1509.70376633667,2330.70376633667,1923.70376633667
66,67.0,967.664972649197,1526.6649726491971,2330.664972649197,1915.6649726491971
67,68.0,954.6619364856635,1516.6619364856635,2327.6619364856633,1917.6619364856635
68,69.0,960.6155135420057,1503.6155135420058,2324.615513542006,1914.6155135420058
69,70.0,964.5667441547309,1516.566744154731,2321.5667441547307,1915.566744154731
70,71.0,943.513609552748,1515.513609552748,2319.5136095527478,1914.513609552748
71,72.0,952.6075184918891,1514.607518491889,2317.607518491889,1911.607518491889
72,73.0,960.639544150255,1493.639544150255,2313.639544150255,1910.639544150255
73,74.0,945.6989461971028,1486.698946197103,2312.698946197103,1910.698946197103
74,75.0,951.6900788716634,1496.6900788716634,2309.6900788716634,1906.6900788716634
75,76.0,952.7903511457655,1486.7903511457655,2307.7903511457657,1901.7903511457655
76,77.0,945.6301359598112,1498.630135959811,2307.630135959811,1895.6301359598108
77,78.0,934.7719514116076,1500.7719514116075,2304.7719514116075,1889.7719514116075
78,79.0,938.7659934899903,1504.7659934899903,2300.7659934899903,1894.7659934899903
79,80.0,949.6659999865723,1498.6659999865722,2299.6659999865724,1889.6659999865722
80,81.0,940.7514274245876,1489.7514274245877,2297.7514274245877,1890.7514274245877
81,82.0,942.7338617677137,1480.7338617677137,2295.7338617677137,1884.7338617677137
82,83.0,935.9166758272976,1507.9166758272977,2292.9166758272977,1887.9166758272977
83,84.0,944.591209929267,1493.591209929267,2292.591209929267,1887.591209929267
84,85.0,938.8603380417887,1470.8603380417887,2286.860338041789,1877.8603380417887
85,86.0,931.9516444906279,1481.951644490628,2286.951644490628,1880.9516444906283
86,87.0,944.83988990899,1470.83988990899,2285.8398899089902,1878.8398899089902
87,88.0,941.9439099413385,1469.9439099413385,2284.9439099413385,1881.9439099413385
88,89.0,932.8214334766984,1481.8214334766983,2282.8214334766985,1885.8214334766985
