,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,1114.0009733097331,1707.0009733097331,2603.000973309733,2191.000973309733
1,2.0,1122.1187911628554,1702.1187911628554,2599.1187911628554,2188.1187911628554
2,3.0,1134.0009736379666,1701.0009736379666,2595.0009736379666,2185.0009736379666
3,4.0,1141.0009733097331,1682.0009733097331,2590.000973309733,2179.000973309733
4,5.0,1151.0009736379666,1696.0009736379666,2586.0009736379666,2175.0009736379666
5,6.0,1152.0009736379666,1695.0009736379666,2585.0009736379666,2175.0009736379666
6,7.0,1161.0009734191217,1687.0009734191217,2579.0009734191217,2168.0009734191217
7,8.0,1156.0009732003446,1678.0009732003446,2576.0009732003446,2168.0009732003446
8,9.0,1155.0009730908882,1682.0009730908882,2568.0009730908882,2164.0009730908882
9,10.0,1171.0009733097331,1679.0009733097331,2568.000973309733,2158.000973309733
10,11.0,1167.0009741850447,1669.0009741850447,2565.0009741850445,2161.0009741850445
11,12.0,1159.0009740756561,1674.0009740756561,2561.000974075656,2152.000974075656
12,13.0,1154.0009736379666,1663.0009736379666,2556.0009736379666,2151.0009736379666
13,14.0,1155.0009729814994,1667.0009729814994,2554.000972981499,2143.000972981499
14,15.0,1161.0009733097331,1672.0009733097331,2548.000973309733,2136.000973309733
15,16.0,1162.0009737473551,1666.0009737473551,2548.000973747355,2143.000973747355
16,17.0,1159.0009736379666,1653.0009736379666,2544.0009736379666,2139.0009736379666
17,18.0,1158.0009734191217,1655.0009734191217,2540.0009734191217,2132.0009734191217
18,19.0,1152.000973528578,1657.000973528578,2538.000973528578,2127.000973528578
19,20.0,1163.0009739661998,1646.0009739661998,2533.0009739661996,2125.0009739661996
20,21.0,1154.0009737473551,1644.0009737473551,2532.000973747355,2121.000973747355
21,22.0,1145.0009730908882,1660.0009730908882,2528.0009730908882,2115.0009730908882
22,23.0,1149.000973528578,1640.000973528578,2523.000973528578,2118.000973528578
23,24.0,1148.0009737473551,1642.0009737473551,2519.000973747355,2108.000973747355
24,25.0,1133.000973528578,1623.000973528578,2515.000973528578,2105.000973528578
25,26.0,1152.0009733097331,1634.0009733097331,2512.000973309733,2101.000973309733
26,27.0,1140.0009740756561,1625.0009740756561,2507.000974075656,2097.000974075656
27,28.0,1139.0009739661998,1631.0009739661998,2505.0009739661996,2091.0009739661996
28,29.0,1131.0009732003446,1621.0009732003446,2500.0009732003446,2092.0009732003446
29,30.0,1131.0009736379666,1614.0009736379666,2498.0009736379666,2087.0009736379666
30,31.0,1126.0009733097331,1621.0009733097331,2495.000973309733,2085.000973309733
31,32.0,1126.0009738568115,1611.0009738568115,2491.0009738568115,2080.0009738568115
32,33.0,1119.0009739661998,1612.0009739661998,2484.0009739661996,2075.0009739661996
33,34.0,1121.0009736379666,1607.0009736379666,2482.0009736379666,2074.0009736379666
34,35.0,1127.0009733097331,1617.0009733097331,2480.000973309733,2071.000973309733
35,36.0,1115.0009733097331,1598.0009733097331,2476.000973309733,2063.000973309733
36,37.0,1118.0009736379666,1598.0009736379666,2474.0009736379666,2067.0009736379666
37,38.0,1120.0009734191217,1597.0009734191217,2469.0009734191217,2057.0009734191217
38,39.0,1109.0009736379666,1599.0009736379666,2467.0009736379666,2059.0009736379666
39,40.0,1102.0009732003446,1586.0009732003446,2463.0009732003446,2054.0009732003446
40,41.0,1103.000973528578,1590.000973528578,2461.000973528578,2048.000973528578
41,42.0,1096.000973528578,1593.000973528578,2457.000973528578,2050.000973528578
42,43.0,1098.0009729814994,1575.0009729814994,2454.000972981499,2042.0009729814994
43,44.0,1100.0009734191217,1585.0009734191217,2452.0009734191217,2041.0009734191217
44,45.0,1091.0009736379666,1587.0009736379666,2448.0009736379666,2037.0009736379666
45,46.0,1093.0009727626546,1586.0009727626546,2445.000972762655,2031.0009727626546
46,47.0,1096.0009732003446,1581.0009732003446,2443.0009732003446,2034.0009732003446
47,48.0,1096.0009734191217,1562.0009734191217,2440.0009734191217,2026.0009734191217
48,49.0,1097.000973528578,1563.000973528578,2437.000973528578,2027.000973528578
49,50.0,1101.0009734191217,1573.0009734191217,2435.0009734191217,2023.0009734191217
50,51.0,1086.0009737473551,1568.0009737473551,2434.000973747355,2020.0009737473551
51,52.0,1078.0009737473551,1564.0009737473551,2428.000973747355,2023.0009737473551
52,53.0,1091.000973528578,1563.000973528578,2425.000973528578,2017.000973528578
53,54.0,1089.0009733097331,1560.0009733097331,2423.000973309733,2016.0009733097331
54,55.0,1081.0009737473551,1569.0009737473551,2421.000973747355,2015.0009737473551
55,56.0,1079.000973528578,1560.000973528578,2419.000973528578,2006.000973528578
56,57.0,1076.0009737473551,1555.0009737473551,2416.000973747355,2004.0009737473551
57,58.0,1090.0009736379666,1566.0009736379666,2414.0009736379666,2007.0009736379666
58,59.0,1073.0009736379666,1558.0009736379666,2411.0009736379666,2010.0009736379666
59,60.0,1074.0009736379666,1559.0009736379666,2408.0009736379666,1998.0009736379666
60,61.0,1085.0009727626546,1542.0009727626546,2406.000972762655,1999.0009727626546
61,62.0,1076.0009729814994,1548.0009729814994,2403.000972981499,1990.0009729814994
62,63.0,1057.0009739661998,1542.0009739661998,2400.0009739661996,1995.0009739661998
63,64.0,1067.0009730908882,1541.0009730908882,2398.0009730908882,1988.0009730908882
64,65.0,1068.0009741850447,1563.0009741850447,2397.0009741850445,1992.0009741850447
65,66.0,1081.0009733097331,1550.0009733097331,2396.000973309733,1988.0009733097331
66,67.0,1066.0009732003446,1534.0009732003446,2394.0009732003446,1986.0009732003446
67,68.0,1064.000973528578,1531.000973528578,2390.000973528578,1981.000973528578
68,69.0,1064.0009730908882,1537.0009730908882,2389.0009730908882,1983.0009730908882
