,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,1145.0197171414525,1704.0197171414525,2611.0197171414525,2199.0197171414525
1,2.0,1159.6320453565806,1704.6320453565804,2604.6320453565804,2196.6320453565804
2,3.0,1180.7007296799723,1694.7007296799723,2599.7007296799725,2188.7007296799725
3,4.0,1177.1363207758925,1690.1363207758925,2597.1363207758923,2185.1363207758923
4,5.0,1179.083287130466,1713.083287130466,2591.083287130466,2182.083287130466
5,6.0,1194.5680690813533,1684.5680690813535,2586.5680690813533,2178.5680690813533
6,7.0,1187.6705328804526,1683.6705328804526,2583.6705328804524,2175.6705328804524
7,8.0,1188.6501006526012,1689.6501006526012,2578.650100652601,2168.650100652601
8,9.0,1191.0949357852514,1690.0949357852517,2575.0949357852514,2167.0949357852514
9,10.0,1185.0560775361464,1669.0560775361464,2570.0560775361464,2156.0560775361464
10,11.0,1190.0093468979221,1687.0093468979221,2566.009346897922,2164.009346897922
11,12.0,1185.6374836936443,1677.6374836936443,2561.6374836936443,2152.6374836936443
12,13.0,1174.6044095569525,1664.6044095569525,2556.6044095569528,2142.6044095569528
13,14.0,1180.6335824617513,1673.6335824617513,2551.6335824617513,2146.6335824617513
14,15.0,1164.6267441422526,1660.6267441422526,2559.6267441422524,2128.6267441422524
15,16.0,1159.5202643149821,1659.5202643149821,2542.520264314982,2124.520264314982
16,17.0,1157.5106284347196,1651.5106284347196,2536.5106284347194,2120.5106284347194
17,18.0,1160.4922968489584,1644.4922968489584,2528.492296848958,2119.492296848958
18,19.0,1145.0998024923367,1656.0998024923367,2522.0998024923365,2107.0998024923365
19,20.0,1138.1484084629992,1642.1484084629992,2518.148408462999,2106.148408462999
20,21.0,1145.1280154102242,1632.1280154102242,2511.128015410224,2094.128015410224
21,22.0,1131.1739642089844,1627.1739642089844,2505.173964208984,2083.173964208984
22,23.0,1116.1734156474474,1621.1734156474474,2496.173415647447,2078.173415647447
23,24.0,1124.1981791596138,1614.1981791596138,2490.1981791596136,2073.1981791596136
24,25.0,1106.254562318929,1614.254562318929,2483.254562318929,2063.254562318929
25,26.0,1091.6451609898543,1614.645160989854,2476.645160989854,2054.645160989854
26,27.0,1090.7406567043047,1617.7406567043045,2469.7406567043045,2053.7406567043045
27,28.0,1084.6713321365019,1597.671332136502,2461.6713321365023,2037.671332136502
28,29.0,1062.6870332538517,1606.6870332538515,2455.6870332538515,2038.6870332538515
29,30.0,1064.7648638882788,1585.764863888279,2448.764863888279,2038.764863888279
30,31.0,1049.728931780938,1572.728931780938,2441.728931780938,2024.728931780938
31,32.0,1043.1399702320014,1594.1399702320014,2435.1399702320014,2017.1399702320014
32,33.0,1035.6783972834608,1583.6783972834608,2428.678397283461,2013.6783972834608
33,34.0,1015.1922896514214,1569.1922896514213,2423.1922896514216,2007.1922896514213
34,35.0,1013.2246759497068,1568.2246759497066,2416.2246759497066,1994.2246759497066
35,36.0,1003.2023091929116,1549.2023091929113,2409.2023091929113,1985.2023091929113
36,37.0,997.7009947163222,1566.7009947163222,2403.7009947163224,1983.7009947163222
37,38.0,998.16441618042,1550.16441618042,2396.1644161804197,1978.16441618042
38,39.0,979.68431183648,1551.68431183648,2388.68431183648,1972.68431183648
39,40.0,986.2910127553304,1557.2910127553305,2381.2910127553305,1959.2910127553305
40,41.0,964.7106694470215,1548.7106694470215,2375.7106694470217,1965.7106694470215
41,42.0,948.6960848010253,1523.6960848010253,2367.6960848010253,1954.6960848010253
42,43.0,947.6746414827472,1532.6746414827471,2360.674641482747,1945.6746414827471
43,44.0,955.6473884431288,1527.6473884431289,2357.647388443129,1937.6473884431289
44,45.0,943.7272271433512,1528.7272271433512,2349.7272271433512,1934.7272271433512
45,46.0,939.6814935880534,1507.6814935880534,2342.6814935880534,1924.6814935880534
46,47.0,932.3261374171278,1512.3261374171277,2336.326137417128,1921.3261374171277
47,48.0,915.3309821145968,1553.330982114597,2330.3309821145967,1919.330982114597
48,49.0,912.2852352086046,1511.2852352086045,2327.2852352086047,1910.2852352086045
49,50.0,905.2667166101752,1526.2667166101753,2319.266716610175,1902.2667166101753
50,51.0,906.2774505808512,1514.2774505808513,2312.277450580851,1903.2774505808513
51,52.0,901.2813593630642,1512.2813593630642,2308.2813593630644,1903.2813593630642
52,53.0,888.255069706014,1506.255069706014,2301.255069706014,1884.255069706014
53,54.0,,1478.258947521091,2296.258947521091,1884.258947521091
54,55.0,,1487.3007755762396,2292.3007755762396,1876.3007755762396
55,56.0,885.2413926316325,1482.2413926316324,2283.2413926316326,1875.2413926316324
56,57.0,871.2861478140597,1470.2861478140599,2278.28614781406,1870.2861478140599
57,58.0,860.0671469994439,1474.0671469994438,2273.067146999444,1859.0671469994438
58,59.0,,1485.0506038579645,2268.0506038579642,1856.0506038579645
59,60.0,,1489.0398880525038,2261.039888052504,1850.0398880525038
60,61.0,,1459.0009723535834,2255.0009723535836,1848.0009723535834
61,62.0,,1464.0009730101183,2249.0009730101183,1842.0009730101183
62,63.0,,1469.0009727912054,2244.0009727912056,1831.0009727912054
63,64.0,,1456.0009727912054,2241.0009727912056,1830.0009727912054
64,65.0,,1454.0009731195746,2237.0009731195746,1839.0009731195746
65,66.0,,1452.0009720252142,2229.000972025214,1830.0009720252142
66,67.0,,1450.0009718063693,2226.0009718063693,1817.0009718063693
67,68.0,,1432.000972462972,2220.000972462972,1819.000972462972
68,69.0,,1433.0009726818168,2216.000972681817,1812.0009726818168
69,70.0,,1439.000972462972,2213.000972462972,1814.000972462972
70,71.0,,1464.000972572428,2210.000972572428,1802.000972572428
71,72.0,,1432.0009721346707,2206.0009721346705,1799.0009721346707
72,73.0,,1434.000972572428,2200.000972572428,1797.000972572428
73,74.0,,1382.000972244127,2196.000972244127,1796.000972244127
74,75.0,,1446.0009723535834,2192.0009723535836,1795.0009723535834
75,76.0,,1409.0291936958145,2188.0291936958142,1781.0291936958145
76,77.0,,1424.028226375868,2182.0282263758677,1791.028226375868
77,78.0,,1402.027257962104,2181.027257962104,1770.027257962104
78,79.0,,1413.0009727912054,2172.0009727912056,1778.0009727912054
79,80.0,,1405.0009730101183,2173.0009730101183,1775.0009730101183
80,81.0,,1392.0009732289632,2170.000973228963,1766.0009732289632
81,82.0,,1410.0340561201308,2168.0340561201306,1771.0340561201308
82,83.0,,1380.2044191219752,2165.2044191219748,1761.2044191219752
83,84.0,,1366.0340662969968,2159.0340662969966,1758.0340662969968
84,85.0,,1392.180080627916,2156.1800806279157,1758.180080627916
85,86.0,,1415.0330918646916,2152.0330918646914,1756.0330918646916
86,87.0,,1375.0272499734835,2145.027249973484,1758.0272499734835
87,88.0,,1401.02141300727,2149.02141300727,1748.02141300727
88,89.0,,1379.0204404351127,2143.0204404351125,1751.0204404351127
89,90.0,,1386.0214145391847,2139.0214145391847,1747.0214145391847
90,91.0,,1389.0253062512884,2134.025306251288,1742.0253062512884
91,92.0,,1385.0009731195746,2131.0009731195746,1732.0009731195746
92,93.0,,1386.0194674247912,2128.019467424791,1747.0194674247912
93,94.0,,1402.0204420762805,2126.0204420762802,1739.0204420762805
94,95.0,,1357.0175185595026,2122.0175185595026,1732.0175185595026
95,96.0,,1384.128501023763,2118.128501023763,1732.128501023763
96,97.0,,1383.0233599030896,2115.0233599030894,1718.0233599030896
97,98.0,,1386.0175177934434,2114.0175177934434,1722.0175177934434
98,99.0,,1357.0009726818168,2107.000972681817,1716.0009726818168
99,100.0,,1353.0009726818168,2106.000972681817,1726.0009726818168
100,101.0,,1370.000972462972,2107.000972462972,1711.000972462972
101,102.0,,1363.000972900662,2102.000972900662,1720.000972900662
102,103.0,,1374.0009731195746,2101.0009731195746,1713.0009731195746
103,104.0,,1340.0009732289632,2098.000973228963,1706.0009732289632
104,105.0,,1335.0009727912054,2097.0009727912056,1706.0009727912054
105,106.0,,1348.000972572428,2092.000972572428,1709.000972572428
106,107.0,,1344.000972462972,2092.000972462972,1708.000972462972
107,108.0,,1348.0009726818168,2088.000972681817,1703.0009726818168
108,109.0,,1354.0009720252142,2087.000972025214,1707.0009720252142
109,110.0,,1343.0009726818168,2089.000972681817,1705.0009726818168
110,111.0,,1355.0009731195746,2086.0009731195746,1703.0009731195746
111,112.0,,1350.0009727912054,2085.0009727912056,1691.0009727912054
112,113.0,,1363.0009726818168,2084.000972681817,1700.0009726818168
113,114.0,,1345.0009720252142,2084.000972025214,1696.0009720252142
114,115.0,,1363.0009721346707,2081.0009721346705,1702.0009721346707
115,116.0,,1327.000972244127,2080.000972244127,1706.000972244127
116,117.0,,1344.0009719157579,2079.000971915758,1706.0009719157579
117,118.0,,1353.0009721346707,2078.0009721346705,1697.0009721346707
