,cycles,A_peak(mAh),B_peak(mAh),C_peak(mAh),BC_valley
0,1.0,1132.0009709661865,1707.0009709661865,2601.0009709661867,2189.0009709661867
1,2.0,1140.0009709661865,1698.0009709661865,2597.0009709661867,2186.0009709661867
2,3.0,1154.0009709661865,1685.0009709661865,2592.0009709661867,2183.0009709661867
3,4.0,1157.0009710756428,1683.0009710756428,2587.000971075643,2180.000971075643
4,5.0,1166.0009707472739,1700.0009707472739,2585.0009707472736,2177.0009707472736
5,6.0,1158.0009707472739,1681.0009707472739,2580.0009707472736,2167.0009707472736
6,7.0,1165.0009715134006,1685.0009715134006,2576.0009715134006,2169.0009715134006
7,8.0,1182.0009711850314,1673.0009711850314,2573.0009711850316,2167.0009711850316
8,9.0,1181.000971294488,1672.000971294488,2569.000971294488,2161.000971294488
9,10.0,1177.0009715134006,1680.0009715134006,2565.0009715134006,2156.0009715134006
10,11.0,1178.0009711850314,1672.0009711850314,2561.0009711850316,2151.0009711850316
11,12.0,1184.0009709661865,1669.0009709661865,2556.0009709661867,2149.0009709661867
12,13.0,1176.0009709661865,1678.0009709661865,2555.0009709661867,2145.0009709661867
13,14.0,1174.000971294488,1661.000971294488,2550.000971294488,2138.000971294488
14,15.0,1189.0009711850314,1666.0009711850314,2546.0009711850316,2132.0009711850316
15,16.0,1161.0009708567302,1655.0009708567302,2541.00097085673,2130.00097085673
16,17.0,1168.0009709661865,1645.0009709661865,2540.0009709661867,2131.0009709661867
17,18.0,1163.0009708567302,1642.0009708567302,2534.00097085673,2115.00097085673
18,19.0,1163.000971294488,1658.000971294488,2531.000971294488,2118.000971294488
19,20.0,1160.0009715134006,1661.0009715134006,2526.0009715134006,2113.0009715134006
20,21.0,1148.0009715134006,1649.0009715134006,2521.0009715134006,2106.0009715134006
21,22.0,1139.000971294488,1643.000971294488,2518.000971294488,2101.000971294488
22,23.0,1147.0009714039443,1637.0009714039443,2512.0009714039443,2098.0009714039443
23,24.0,1143.0009709661865,1642.0009709661865,2507.0009709661867,2097.0009709661867
24,25.0,1132.000971294488,1638.000971294488,2501.000971294488,2088.000971294488
25,26.0,1122.0009707472739,1629.0009707472739,2496.0009707472736,2080.0009707472736
26,27.0,1123.0009710756428,1615.0009710756428,2492.000971075643,2079.000971075643
27,28.0,1106.0009707472739,1621.0009707472739,2488.0009707472736,2075.0009707472736
28,29.0,1113.0009710756428,1611.0009710756428,2481.000971075643,2070.000971075643
29,30.0,1111.0009714039443,1625.0009714039443,2475.0009714039443,2058.0009714039443
30,31.0,1096.0009711850314,1605.0009711850314,2470.0009711850316,2059.0009711850316
31,32.0,1093.0009710756428,1610.0009710756428,2466.000971075643,2057.000971075643
32,33.0,1089.0009711850314,1586.0009711850314,2460.0009711850316,2050.0009711850316
33,34.0,1093.000971294488,1607.000971294488,2456.000971294488,2039.000971294488
34,35.0,1067.0009706377496,1591.0009706377496,2452.0009706377496,2033.0009706377496
35,36.0,1067.0009708567302,1576.0009708567302,2447.00097085673,2038.0009708567302
36,37.0,1068.0009708567302,1586.0009708567302,2441.00097085673,2026.0009708567302
37,38.0,1066.0009711850314,1570.0009711850314,2437.0009711850316,2020.0009711850314
38,39.0,1054.0009710756428,1578.0009710756428,2432.000971075643,2013.0009710756428
39,40.0,1057.0009710756428,1567.0009710756428,2427.000971075643,2014.0009710756428
40,41.0,1042.0009710756428,1565.0009710756428,2425.000971075643,2008.0009710756428
41,42.0,1034.0009708567302,1579.0009708567302,2419.00097085673,2009.0009708567302
42,43.0,1038.0009707472739,1573.0009707472739,2413.0009707472736,2005.0009707472739
43,44.0,1039.000971294488,1564.000971294488,2411.000971294488,1997.000971294488
44,45.0,1036.0009711850314,1568.0009711850314,2408.0009711850316,1994.0009711850314
45,46.0,1026.0009709661865,1558.0009709661865,2404.0009709661867,1991.0009709661865
46,47.0,1031.000971294488,1562.000971294488,2400.000971294488,1984.000971294488
47,48.0,1016.0009714039443,1559.0009714039443,2397.0009714039443,1980.0009714039443
48,49.0,1012.0009715134006,1548.0009715134006,2392.0009715134006,1982.0009715134006
49,50.0,1020.0009707472738,1543.0009707472739,2387.0009707472736,1971.0009707472739
50,51.0,1010.0009707472738,1559.0009707472739,2382.0009707472736,1972.0009707472739
